cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
1,Male,1,1,0,32,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,74.9,2303.35,2.496666666666667,71.9796875
0,Female,0,1,1,16,Yes,No,Fiber optic,Yes,No,Yes,False,Yes,Yes,Month-to-month,0,Bank transfer (automatic),100.7,1522.7,3.356666666666667,95.16875
0,Female,0,1,1,67,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),105.65,6717.9,3.521666666666667,100.26716417910448
0,Male,0,1,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),114.3,8058.55,3.81,111.92430555555556
1,Female,0,0,0,3,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,58.85,0.6583333333333333,19.616666666666667
0,Male,0,1,1,23,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,24.35,538.5,0.8116666666666668,23.41304347826087
0,Male,0,1,1,72,Yes,Yes,DSL,Yes,Yes,Yes,True,No,No,Two year,0,Bank transfer (automatic),69.85,5102.35,2.328333333333333,70.86597222222223
0,Male,0,1,1,7,No,No phone service,DSL,Yes,Yes,Yes,False,Yes,Yes,Month-to-month,0,Mailed check,58.85,465.7,1.961666666666667,66.52857142857142
0,Male,0,1,1,8,Yes,No,DSL,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,54.4,475.1,1.8133333333333328,59.3875
0,Male,0,1,1,66,No,No phone service,DSL,No,No,No,True,Yes,Yes,Two year,0,Bank transfer (automatic),50.55,3364.55,1.6849999999999998,50.97803030303031
1,Male,0,0,0,5,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,113.85,0.7016666666666667,22.77
1,Male,0,0,0,49,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.7,5036.3,3.4566666666666666,102.78163265306122
0,Male,0,1,0,63,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1234.8,0.6649999999999999,19.6
0,Female,1,1,1,12,No,No phone service,DSL,No,No,No,True,No,No,Month-to-month,1,Mailed check,29.3,355.9,0.9766666666666668,29.65833333333333
0,Male,0,1,1,27,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,1,Credit card (automatic),54.75,1510.3,1.825,55.93703703703704
0,Female,0,0,0,35,Yes,No,DSL,Yes,Yes,Yes,False,No,No,Month-to-month,0,Electronic check,60.55,1982.6,2.018333333333333,56.64571428571429
0,Female,0,1,1,54,Yes,Yes,DSL,No,Yes,Yes,True,Yes,Yes,Month-to-month,1,Electronic check,86.2,4524.05,2.873333333333333,83.77870370370371
1,Male,0,0,0,1,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,95.45,95.45,3.181666666666666,95.45
0,Male,0,0,0,5,Yes,No,DSL,No,No,Yes,True,Yes,No,Month-to-month,1,Credit card (automatic),63.95,318.1,2.131666666666667,63.620000000000005
0,Male,0,0,0,19,Yes,No,DSL,No,Yes,No,True,No,Yes,One year,1,Bank transfer (automatic),65.35,1231.85,2.178333333333333,64.83421052631579
0,Male,0,1,1,52,No,No phone service,DSL,No,Yes,Yes,True,Yes,No,Two year,0,Mailed check,50.2,2554.0,1.6733333333333331,49.11538461538461
0,Female,0,1,1,72,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),63.8,4684.3,2.1266666666666665,65.05972222222222
0,Male,0,0,0,32,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,614.45,0.6683333333333333,19.2015625
1,Female,0,1,0,8,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,0,Electronic check,101.15,842.9,3.371666666666667,105.3625
0,Male,0,0,0,41,Yes,Yes,DSL,No,No,Yes,False,No,Yes,One year,0,Mailed check,65.0,2531.8,2.1666666666666665,61.75121951219513
0,Male,0,0,0,5,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Mailed check,19.25,86.05,0.6416666666666667,17.21
0,Female,0,0,1,11,No,No phone service,DSL,Yes,No,No,True,No,No,One year,1,Mailed check,36.05,402.6,1.2016666666666669,36.6
1,Male,0,0,0,5,Yes,No,Fiber optic,No,No,No,True,Yes,Yes,Month-to-month,1,Electronic check,96.1,453.4,3.203333333333333,90.68
0,Female,0,0,0,16,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,19.05,326.65,0.635,20.415625
0,Male,1,0,0,71,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,Yes,One year,0,Bank transfer (automatic),105.75,7382.85,3.525,103.98380281690142
0,Female,0,0,0,11,No,No phone service,DSL,No,Yes,Yes,True,No,No,One year,1,Credit card (automatic),40.4,422.6,1.346666666666667,38.41818181818182
1,Female,0,1,1,61,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,1,Electronic check,99.15,6010.05,3.305,98.52540983606558
0,Female,0,1,0,71,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,One year,1,Bank transfer (automatic),84.8,6046.1,2.8266666666666667,85.15633802816902
0,Male,0,0,0,9,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,178.8,0.6616666666666667,19.866666666666667
0,Female,0,0,0,6,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,1,Electronic check,49.45,314.6,1.6483333333333334,52.43333333333334
1,Female,0,0,0,26,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),88.8,2274.35,2.96,87.475
0,Female,0,0,0,6,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,0,Mailed check,55.15,322.9,1.8383333333333332,53.81666666666666
0,Male,0,0,0,11,Yes,No,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,0,Electronic check,84.8,888.75,2.8266666666666667,80.79545454545455
1,Male,0,1,0,1,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,80.55,80.55,2.685,80.55
0,Female,0,1,0,49,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35,0.6716666666666666,19.864285714285717
0,Female,0,1,1,3,Yes,No,DSL,No,Yes,No,False,Yes,No,Month-to-month,1,Credit card (automatic),58.7,168.6,1.9566666666666668,56.2
0,Female,0,0,0,53,Yes,No,Fiber optic,Yes,Yes,Yes,True,No,Yes,Two year,0,Mailed check,99.5,5424.25,3.316666666666667,102.34433962264151
1,Male,0,1,1,23,Yes,No,Fiber optic,Yes,No,No,True,Yes,Yes,Month-to-month,1,Electronic check,99.85,2331.3,3.328333333333333,101.3608695652174
1,Male,0,0,0,2,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,45.35,89.5,1.5116666666666667,44.75
1,Male,0,0,0,1,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,1,Mailed check,48.55,48.55,1.6183333333333332,48.55
0,Male,0,0,1,3,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,26.4,121.25,0.88,40.41666666666666
1,Female,1,1,0,68,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,1,Electronic check,100.2,6851.65,3.3400000000000003,100.7595588235294
1,Male,0,0,0,8,Yes,No,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,94.7,740.3,3.1566666666666667,92.5375
0,Female,0,1,0,70,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,One year,1,Electronic check,97.65,6982.5,3.2550000000000003,99.75
0,Male,0,1,1,39,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,One year,0,Electronic check,100.0,3835.55,3.333333333333333,98.3474358974359
1,Female,0,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.1,70.1,2.3366666666666664,70.1
1,Female,0,0,0,3,Yes,No,Fiber optic,No,Yes,No,True,Yes,Yes,Month-to-month,1,Electronic check,97.9,315.3,3.2633333333333336,105.1
0,Male,0,1,0,60,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,0,Bank transfer (automatic),102.5,6157.6,3.4166666666666665,102.62666666666668
1,Female,0,1,0,5,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Electronic check,69.95,330.15,2.3316666666666666,66.03
1,Male,1,0,0,3,Yes,Yes,Fiber optic,No,Yes,No,False,No,No,Month-to-month,1,Electronic check,81.35,233.7,2.7116666666666664,77.89999999999999
0,Female,0,1,0,55,Yes,Yes,DSL,Yes,Yes,No,True,No,No,One year,1,Credit card (automatic),66.05,3462.1,2.2016666666666667,62.947272727272725
0,Male,0,0,0,72,No,No phone service,DSL,Yes,No,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),61.2,4390.25,2.04,60.97569444444444
0,Male,1,1,0,72,Yes,No,DSL,Yes,Yes,Yes,True,Yes,No,Two year,0,Bank transfer (automatic),74.4,5360.75,2.48,74.45486111111111
1,Female,0,0,0,41,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,106.3,4443.45,3.543333333333333,108.37682926829268
0,Male,0,0,0,60,No,No phone service,DSL,Yes,Yes,Yes,False,No,No,Two year,0,Bank transfer (automatic),39.6,2424.5,1.32,40.40833333333333
1,Female,0,0,0,6,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,0,Electronic check,89.3,577.6,2.9766666666666666,96.26666666666668
0,Female,0,1,0,46,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),108.9,4854.3,3.63,105.52826086956522
0,Female,0,0,0,15,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,320.45,0.6633333333333333,21.363333333333333
1,Female,0,1,0,58,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,5885.4,3.4033333333333333,101.47241379310344
0,Male,0,1,1,23,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,426.65,0.6533333333333334,18.55
1,Female,1,1,1,31,Yes,No,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,1,Electronic check,98.9,2911.3,3.296666666666667,93.91290322580646
0,Male,0,1,0,11,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,1,Bank transfer (automatic),45.9,521.9,1.53,47.44545454545455
0,Female,1,0,0,56,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,No,Two year,1,Bank transfer (automatic),99.9,5706.3,3.33,101.89821428571427
0,Female,0,0,1,25,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,471.7,0.6683333333333333,18.868
0,Female,0,0,0,68,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Credit card (automatic),64.35,4539.6,2.145,66.75882352941177
0,Female,0,0,0,40,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,830.25,0.6549999999999999,20.75625
1,Male,0,0,0,36,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,84.9,3067.2,2.83,85.19999999999999
1,Male,0,0,0,32,Yes,Yes,Fiber optic,Yes,Yes,No,True,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,3432.9,3.605,107.278125
0,Male,0,1,1,71,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Bank transfer (automatic),86.85,6263.8,2.895,88.22253521126761
0,Male,0,1,0,17,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,102.55,1742.5,3.418333333333333,102.5
0,Male,0,1,0,18,Yes,No,Fiber optic,No,No,Yes,True,No,No,Month-to-month,0,Electronic check,78.2,1468.75,2.606666666666667,81.59722222222223
0,Female,0,0,0,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,No,No,Month-to-month,0,Bank transfer (automatic),91.2,3382.3,3.04,91.41351351351352
0,Male,0,0,0,2,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,46.35,0.645,23.175
0,Female,0,1,1,28,Yes,No,Fiber optic,No,No,No,False,No,No,One year,1,Bank transfer (automatic),70.4,1992.2,2.3466666666666667,71.15
0,Male,0,0,0,9,No,No phone service,DSL,Yes,Yes,Yes,False,No,No,One year,0,Mailed check,39.55,373.0,1.3183333333333331,41.44444444444444
0,Female,0,0,0,1,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,0,Electronic check,50.15,50.15,1.6716666666666666,50.15
0,Male,0,1,0,65,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,1414.45,0.6799999999999999,21.76076923076923
0,Female,0,0,0,3,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,44.6,122.7,1.4866666666666668,40.9
1,Female,0,0,0,1,No,No phone service,DSL,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,34.7,34.7,1.1566666666666667,34.7
0,Male,0,1,0,36,Yes,No,Fiber optic,Yes,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,93.6,3366.05,3.12,93.5013888888889
1,Male,0,0,0,23,Yes,Yes,Fiber optic,No,No,No,True,Yes,No,Month-to-month,1,Electronic check,90.6,1943.2,3.02,84.48695652173913
0,Male,0,1,1,22,Yes,No,DSL,Yes,Yes,No,True,No,No,Month-to-month,1,Mailed check,57.95,1271.8,1.9316666666666669,57.809090909090905
0,Female,0,1,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Credit card (automatic),112.1,7965.95,3.7366666666666655,110.63819444444444
1,Female,0,1,1,17,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,0,Electronic check,88.25,1460.65,2.941666666666667,85.92058823529412
1,Female,0,0,0,3,Yes,No,Fiber optic,No,No,No,True,No,Yes,Month-to-month,0,Electronic check,85.8,272.2,2.86,90.73333333333332
1,Male,0,1,0,58,Yes,No,DSL,Yes,Yes,Yes,False,No,No,One year,0,Credit card (automatic),60.3,3563.8,2.01,61.4448275862069
0,Male,0,1,1,67,Yes,No,DSL,Yes,Yes,Yes,False,Yes,Yes,Two year,0,Credit card (automatic),81.35,5398.6,2.7116666666666664,80.57611940298509
0,Male,1,0,0,34,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,1,Electronic check,99.85,3343.15,3.328333333333333,98.3279411764706
0,Male,0,0,0,10,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.0,198.7,0.6666666666666666,19.87
0,Female,0,0,0,69,Yes,Yes,DSL,Yes,No,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),85.35,5897.4,2.845,85.4695652173913
0,Male,0,0,0,40,No,No phone service,DSL,Yes,Yes,Yes,False,Yes,Yes,One year,0,Credit card (automatic),62.05,2511.55,2.0683333333333334,62.78875000000001
0,Male,0,0,0,20,Yes,No,DSL,Yes,No,Yes,False,No,Yes,Month-to-month,0,Credit card (automatic),64.4,1398.6,2.146666666666667,69.92999999999999
0,Female,0,1,1,46,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.4,967.85,0.6466666666666666,21.04021739130435
1,Female,0,1,0,2,Yes,No,Fiber optic,Yes,No,No,False,No,No,Month-to-month,1,Electronic check,74.4,139.4,2.48,69.7
1,Female,1,1,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Mailed check,70.45,70.45,2.3483333333333336,70.45
0,Female,0,1,0,72,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,Two year,1,Credit card (automatic),105.0,7589.8,3.5,105.41388888888888
0,Male,0,1,1,70,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,1790.15,0.8383333333333333,25.57357142857143
0,Female,0,0,0,2,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,44.4,0.6433333333333333,22.2
0,Male,0,0,1,23,Yes,No,DSL,No,Yes,No,True,No,No,Month-to-month,1,Bank transfer (automatic),55.3,1284.2,1.8433333333333333,55.83478260869565
0,Male,0,1,0,36,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,95.4,3474.2,3.18,96.50555555555556
1,Male,1,1,0,59,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.85,5574.75,3.128333333333333,94.48728813559322
0,Male,0,0,0,67,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1430.95,0.6833333333333333,21.357462686567164
0,Male,0,1,1,72,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,Two year,1,Bank transfer (automatic),105.55,7542.25,3.518333333333333,104.75347222222224
1,Female,0,0,0,37,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.9,3545.35,3.396666666666667,95.82027027027029
0,Female,0,1,1,72,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1709.1,0.815,23.7375
0,Male,0,1,0,72,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1421.9,0.6566666666666666,19.748611111111117
1,Male,0,0,0,3,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,74.4,229.55,2.48,76.51666666666667
1,Female,1,1,0,54,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,One year,1,Credit card (automatic),101.5,5373.1,3.3833333333333333,99.50185185185184
1,Male,0,1,0,60,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,1,Electronic check,95.75,5742.9,3.191666666666667,95.715
0,Female,0,1,0,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,One year,1,Credit card (automatic),110.65,6526.65,3.6883333333333335,112.52844827586206
0,Female,0,1,0,31,Yes,No,Fiber optic,No,Yes,No,False,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,2674.15,2.795,86.26290322580645
0,Female,0,0,0,3,Yes,Yes,DSL,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,60.25,170.5,2.0083333333333333,56.833333333333336
0,Male,0,0,0,55,Yes,No,DSL,Yes,No,Yes,True,No,No,Two year,1,Electronic check,59.2,3175.85,1.9733333333333332,57.74272727272727
1,Female,0,0,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Mailed check,44.4,44.4,1.48,44.4
0,Male,0,1,0,49,Yes,No,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,1,Credit card (automatic),85.3,4297.95,2.8433333333333333,87.71326530612245
1,Male,0,0,1,8,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,0,Mailed check,25.5,215.2,0.85,26.9
0,Female,1,0,0,39,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,99.75,4036.0,3.325,103.48717948717947
0,Male,0,1,0,66,Yes,Yes,DSL,Yes,Yes,Yes,False,No,No,Two year,1,Credit card (automatic),66.1,4428.45,2.203333333333333,67.09772727272727
0,Female,0,1,1,15,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,20.55,295.95,0.685,19.73
0,Female,0,1,0,51,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,One year,1,Electronic check,98.85,4947.55,3.295,97.0107843137255
0,Male,1,0,0,9,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,0,Mailed check,49.2,447.9,1.64,49.766666666666666
1,Female,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9,0.6966666666666667,20.9
0,Male,0,0,0,25,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,516.3,0.65,20.652
0,Male,0,1,0,22,Yes,No,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,2.9,84.12045454545455
0,Male,0,0,0,15,Yes,Yes,DSL,No,No,No,False,No,No,Month-to-month,1,Electronic check,49.0,749.25,1.6333333333333333,49.95
1,Female,0,1,1,28,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,One year,1,Bank transfer (automatic),90.1,2598.95,3.003333333333333,92.81964285714284
0,Male,0,0,0,3,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,0,Mailed check,90.7,237.65,3.023333333333333,79.21666666666667
0,Female,0,1,0,47,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,100.5,4707.1,3.35,100.15106382978723
0,Female,0,0,0,67,Yes,Yes,DSL,Yes,No,Yes,True,Yes,Yes,Two year,1,Mailed check,85.25,5714.2,2.841666666666667,85.2865671641791
0,Female,1,0,0,18,Yes,No,Fiber optic,No,Yes,No,False,No,No,Month-to-month,1,Electronic check,74.7,1294.6,2.49,71.92222222222222
0,Male,0,1,0,62,Yes,No,DSL,No,Yes,Yes,True,No,No,Two year,1,Credit card (automatic),60.15,3753.2,2.005,60.53548387096774
0,Female,0,0,0,41,Yes,Yes,DSL,No,Yes,Yes,False,Yes,Yes,One year,1,Electronic check,80.55,3263.9,2.685,79.60731707317073
