cliente.id,cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
0244-LGNFY,False,Female,0,True,True,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,False,Bank transfer (automatic),92.65,6733.0,3.0883333333333334,93.51388888888889
0247-SLUJI,False,Male,0,True,True,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.7,19.7,0.6566666666666666,19.7
0248-IPDFW,False,Female,0,False,False,1,Yes,Yes,DSL,No,No,No,False,No,No,Month-to-month,True,Electronic check,50.1,50.1,1.6700000000000002,50.1
0248-PGHBZ,False,Female,1,False,False,67,Yes,No,Fiber optic,Yes,Yes,No,True,Yes,No,Two year,True,Bank transfer (automatic),92.45,6140.85,3.0816666666666666,91.65447761194031
0253-ZTEOB,False,Female,0,True,True,48,Yes,Yes,DSL,No,Yes,No,True,Yes,Yes,Two year,False,Electronic check,79.65,3870.3,2.6550000000000002,80.63125000000001
0254-FNMCI,False,Female,0,False,False,72,Yes,No,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Electronic check,109.9,7624.2,3.6633333333333336,105.89166666666667
0254-KCJGT,False,Male,0,True,False,52,Yes,Yes,DSL,Yes,Yes,Yes,True,No,Yes,One year,True,Credit card (automatic),81.4,4354.45,2.7133333333333334,83.73942307692307
0254-WWRKD,False,Female,0,True,True,67,Yes,No,DSL,No,Yes,No,False,No,No,One year,False,Credit card (automatic),50.55,3431.75,1.6849999999999998,51.22014925373134
0256-LTHVJ,True,Female,0,True,True,28,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,81.05,2227.1,2.7016666666666667,79.53928571428571
0257-KXZGU,False,Female,0,True,True,32,Yes,Yes,DSL,No,Yes,Yes,False,No,No,Month-to-month,False,Bank transfer (automatic),62.45,2045.55,2.0816666666666666,63.9234375
0257-ZESQC,True,Female,1,True,False,27,Yes,No,Fiber optic,Yes,No,No,False,No,No,Month-to-month,True,Bank transfer (automatic),75.2,1929.35,2.506666666666667,71.4574074074074
0258-NOKBL,False,Male,0,False,False,3,Yes,No,Fiber optic,No,Yes,Yes,False,No,Yes,Month-to-month,False,Electronic check,90.4,268.45,3.0133333333333336,89.48333333333333
0259-GBZSH,True,Male,0,False,False,2,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,85.65,181.5,2.855,90.75
0260-ZDLGK,True,Female,0,False,True,9,Yes,No,DSL,No,No,Yes,True,Yes,Yes,Month-to-month,True,Mailed check,72.9,651.4,2.43,72.37777777777778
0263-FJTQO,False,Male,0,True,True,50,Yes,Yes,DSL,Yes,No,No,True,Yes,No,Two year,True,Credit card (automatic),70.5,3486.65,2.35,69.733
0264-CNITK,False,Female,0,True,True,71,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.1,1389.6,0.67,19.57183098591549
0265-EDXBD,True,Male,1,True,False,32,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,74.9,2303.35,2.496666666666667,71.9796875
0265-PSUAE,False,Female,0,True,True,16,Yes,No,Fiber optic,Yes,No,Yes,False,Yes,Yes,Month-to-month,False,Bank transfer (automatic),100.7,1522.7,3.356666666666667,95.16875
0266-CLZKZ,False,Female,0,True,True,67,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),105.65,6717.9,3.521666666666667,100.26716417910447
0266-GMEAO,False,Male,0,True,True,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),114.3,8058.55,3.81,111.92430555555556
0268-QKIWO,True,Female,0,False,False,3,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Electronic check,19.75,58.85,0.6583333333333333,19.616666666666667
0269-XFESX,False,Male,0,True,True,23,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,24.35,538.5,0.8116666666666668,23.41304347826087
0270-THENM,False,Male,0,True,True,72,Yes,Yes,DSL,Yes,Yes,Yes,True,No,No,Two year,False,Bank transfer (automatic),69.85,5102.35,2.328333333333333,70.86597222222223
0274-JKUJR,False,Male,0,True,True,7,No,No phone service,DSL,Yes,Yes,Yes,False,Yes,Yes,Month-to-month,False,Mailed check,58.85,465.7,1.9616666666666667,66.52857142857142
0277-BKSQP,False,Male,0,True,True,8,Yes,No,DSL,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,54.4,475.1,1.8133333333333332,59.3875
0277-ORXQS,False,Male,0,True,True,66,No,No phone service,DSL,No,No,No,True,Yes,Yes,Two year,False,Bank transfer (automatic),50.55,3364.55,1.6849999999999998,50.97803030303031
0278-YXOOG,True,Male,0,False,False,5,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,21.05,113.85,0.7016666666666667,22.77
0280-XJGEX,True,Male,0,False,False,49,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Bank transfer (automatic),103.7,5036.3,3.4566666666666666,102.78163265306122
0281-CNTZX,False,Male,0,True,False,63,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.95,1234.8,0.6649999999999999,19.599999999999998
0282-NVSJS,False,Female,1,True,True,12,No,No phone service,DSL,No,No,No,True,No,No,Month-to-month,True,Mailed check,29.3,355.9,0.9766666666666667,29.65833333333333
0285-INHLN,False,Male,0,True,True,27,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,True,Credit card (automatic),54.75,1510.3,1.825,55.93703703703704
0289-IVARM,False,Female,0,False,False,35,Yes,No,DSL,Yes,Yes,Yes,False,No,No,Month-to-month,False,Electronic check,60.55,1982.6,2.018333333333333,56.645714285714284
0292-WEGCH,False,Female,0,True,True,54,Yes,Yes,DSL,No,Yes,Yes,True,Yes,Yes,Month-to-month,True,Electronic check,86.2,4524.05,2.8733333333333335,83.77870370370371
0295-PPHDO,True,Male,0,False,False,1,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,95.45,95.45,3.1816666666666666,95.45
0295-QVKPB,False,Male,0,False,False,5,Yes,No,DSL,No,No,Yes,True,Yes,No,Month-to-month,True,Credit card (automatic),63.95,318.1,2.131666666666667,63.620000000000005
0297-RBCSG,False,Male,0,False,False,19,Yes,No,DSL,No,Yes,No,True,No,Yes,One year,True,Bank transfer (automatic),65.35,1231.85,2.1783333333333332,64.83421052631579
0298-XACET,False,Male,0,True,True,52,No,No phone service,DSL,No,Yes,Yes,True,Yes,No,Two year,False,Mailed check,50.2,2554.0,1.6733333333333333,49.11538461538461
0301-FIDRB,False,Female,0,True,True,72,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),63.8,4684.3,2.1266666666666665,65.05972222222222
0301-KOBTQ,False,Male,0,False,False,32,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.05,614.45,0.6683333333333333,19.2015625
0302-JOIVN,True,Female,0,True,False,8,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,False,Electronic check,101.15,842.9,3.371666666666667,105.3625
0303-UNCIP,False,Male,0,False,False,41,Yes,Yes,DSL,No,No,Yes,False,No,Yes,One year,False,Mailed check,65.0,2531.8,2.1666666666666665,61.75121951219513
0303-WMMRN,False,Male,0,False,False,5,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,19.25,86.05,0.6416666666666667,17.21
0305-SQECB,False,Female,0,False,True,11,No,No phone service,DSL,Yes,No,No,True,No,No,One year,True,Mailed check,36.05,402.6,1.2016666666666667,36.6
0306-JAELE,True,Male,0,False,False,5,Yes,No,Fiber optic,No,No,No,True,Yes,Yes,Month-to-month,True,Electronic check,96.1,453.4,3.203333333333333,90.67999999999999
0307-BCOPK,False,Female,0,False,False,16,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,19.05,326.65,0.635,20.415625
0308-GIQJT,False,Male,1,False,False,71,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,Yes,One year,False,Bank transfer (automatic),105.75,7382.85,3.525,103.98380281690142
0308-IVGOK,False,Female,0,False,False,11,No,No phone service,DSL,No,Yes,Yes,True,No,No,One year,True,Credit card (automatic),40.4,422.6,1.3466666666666667,38.41818181818182
0310-MVLET,True,Female,0,True,True,61,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,True,Electronic check,99.15,6010.05,3.305,98.52540983606558
0310-SUCIN,False,Female,0,True,False,71,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,One year,True,Bank transfer (automatic),84.8,6046.1,2.8266666666666667,85.15633802816902
0310-VQXAM,False,Male,0,False,False,9,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,178.8,0.6616666666666667,19.866666666666667
0311-QYWSS,False,Female,0,False,False,6,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,True,Electronic check,49.45,314.6,1.6483333333333334,52.43333333333334
0311-UNPFF,True,Female,0,False,False,26,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Bank transfer (automatic),88.8,2274.35,2.96,87.475
0314-TKOSI,False,Female,0,False,False,6,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,False,Mailed check,55.15,322.9,1.8383333333333334,53.81666666666666
0315-LVCRK,False,Male,0,False,False,11,Yes,No,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,False,Electronic check,84.8,888.75,2.8266666666666667,80.79545454545455
0318-QUUOB,True,Male,0,True,False,1,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,80.55,80.55,2.685,80.55
0318-ZOPWS,False,Female,0,True,False,49,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.15,973.35,0.6716666666666666,19.864285714285714
0319-QZTCO,False,Female,0,True,True,3,Yes,No,DSL,No,Yes,No,False,Yes,No,Month-to-month,True,Credit card (automatic),58.7,168.6,1.9566666666666668,56.199999999999996
0320-DWVTU,False,Female,0,False,False,53,Yes,No,Fiber optic,Yes,Yes,Yes,True,No,Yes,Two year,False,Mailed check,99.5,5424.25,3.316666666666667,102.34433962264151
0320-JDNQG,True,Male,0,True,True,23,Yes,No,Fiber optic,Yes,No,No,True,Yes,Yes,Month-to-month,True,Electronic check,99.85,2331.3,3.328333333333333,101.3608695652174
0322-CHQRU,True,Male,0,False,False,2,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,False,Electronic check,45.35,89.5,1.5116666666666667,44.75
0322-YINQP,True,Male,0,False,False,1,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,True,Mailed check,48.55,48.55,1.6183333333333332,48.55
0323-XWWTN,False,Male,0,False,True,3,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Mailed check,26.4,121.25,0.88,40.416666666666664
0324-BRPCJ,True,Female,1,True,False,68,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,True,Electronic check,100.2,6851.65,3.3400000000000003,100.7595588235294
0325-XBFAC,True,Male,0,False,False,8,Yes,No,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,94.7,740.3,3.1566666666666667,92.5375
0326-VDYXE,False,Female,0,True,False,70,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,One year,True,Electronic check,97.65,6982.5,3.2550000000000003,99.75
0327-WFZSY,False,Male,0,True,True,39,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,One year,False,Electronic check,100.0,3835.55,3.3333333333333335,98.3474358974359
0328-GRPMV,True,Female,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,70.1,70.1,2.3366666666666664,70.1
0329-GTIAJ,True,Female,0,False,False,3,Yes,No,Fiber optic,No,Yes,No,True,Yes,Yes,Month-to-month,True,Electronic check,97.9,315.3,3.2633333333333336,105.10000000000001
0330-BGYZE,False,Male,0,True,False,60,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,False,Bank transfer (automatic),102.5,6157.6,3.4166666666666665,102.62666666666668
0330-IVZHA,True,Female,0,True,False,5,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Electronic check,69.95,330.15,2.3316666666666666,66.03
0334-GDDSO,True,Male,1,False,False,3,Yes,Yes,Fiber optic,No,Yes,No,False,No,No,Month-to-month,True,Electronic check,81.35,233.7,2.7116666666666664,77.89999999999999
0334-ZFJSR,False,Female,0,True,False,55,Yes,Yes,DSL,Yes,Yes,No,True,No,No,One year,True,Credit card (automatic),66.05,3462.1,2.2016666666666667,62.947272727272725
0336-KXKFK,False,Male,0,False,False,72,No,No phone service,DSL,Yes,No,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),61.2,4390.25,2.04,60.97569444444444
0336-PIKEI,False,Male,1,True,False,72,Yes,No,DSL,Yes,Yes,Yes,True,Yes,No,Two year,False,Bank transfer (automatic),74.4,5360.75,2.48,74.45486111111111
0337-CNPZE,True,Female,0,False,False,41,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,106.3,4443.45,3.5433333333333334,108.37682926829268
0343-QLUZP,False,Male,0,False,False,60,No,No phone service,DSL,Yes,Yes,Yes,False,No,No,Two year,False,Bank transfer (automatic),39.6,2424.5,1.32,40.40833333333333
0345-HKJVM,True,Female,0,False,False,6,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,False,Electronic check,89.3,577.6,2.9766666666666666,96.26666666666667
0345-XMMUG,False,Female,0,True,False,46,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),108.9,4854.3,3.6300000000000003,105.52826086956522
0347-UBKUZ,False,Female,0,False,False,15,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,320.45,0.6633333333333333,21.363333333333333
0348-SDKOL,True,Female,0,True,False,58,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,True,Credit card (automatic),102.1,5885.4,3.4033333333333333,101.47241379310344
0354-VXMJC,False,Male,0,True,True,23,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Credit card (automatic),19.6,426.65,0.6533333333333334,18.55
0354-WYROK,True,Female,1,True,True,31,Yes,No,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,True,Electronic check,98.9,2911.3,3.296666666666667,93.91290322580646
0356-ERHVT,False,Male,0,True,False,11,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,True,Bank transfer (automatic),45.9,521.9,1.53,47.445454545454545
0356-OBMAC,False,Female,1,False,False,56,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,No,Two year,True,Bank transfer (automatic),99.9,5706.3,3.33,101.89821428571429
0357-NVCRI,False,Female,0,False,True,25,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.05,471.7,0.6683333333333333,18.868
0361-HJRDX,False,Female,0,False,False,68,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,False,Credit card (automatic),64.35,4539.6,2.145,66.75882352941177
0362-RAOQO,False,Female,0,False,False,40,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Credit card (automatic),19.65,830.25,0.6549999999999999,20.75625
0362-ZBZWJ,True,Male,0,False,False,36,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,84.9,3067.2,2.83,85.19999999999999
0363-QJVFX,True,Male,0,False,False,32,Yes,Yes,Fiber optic,Yes,Yes,No,True,Yes,Yes,Month-to-month,True,Credit card (automatic),108.15,3432.9,3.605,107.278125
0363-SVHYR,False,Male,0,True,True,71,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,False,Bank transfer (automatic),86.85,6263.8,2.895,88.22253521126761
0365-BZUWY,False,Male,0,True,False,17,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,102.55,1742.5,3.4183333333333334,102.5
0365-GXEZS,False,Male,0,True,False,18,Yes,No,Fiber optic,No,No,Yes,True,No,No,Month-to-month,False,Electronic check,78.2,1468.75,2.606666666666667,81.59722222222223
0365-TRTPY,False,Female,0,False,False,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,No,No,Month-to-month,False,Bank transfer (automatic),91.2,3382.3,3.04,91.41351351351352
0366-NQSHS,False,Male,0,False,False,2,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.35,46.35,0.645,23.175
0369-ZGOVK,False,Female,0,True,True,28,Yes,No,Fiber optic,No,No,No,False,No,No,One year,True,Bank transfer (automatic),70.4,1992.2,2.3466666666666667,71.15
0373-AIVNJ,False,Male,0,False,False,9,No,No phone service,DSL,Yes,Yes,Yes,False,No,No,One year,False,Mailed check,39.55,373.0,1.3183333333333331,41.44444444444444
0374-AACSZ,False,Female,0,False,False,1,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,False,Electronic check,50.15,50.15,1.6716666666666666,50.15
0374-FIUCA,False,Male,0,True,False,65,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Credit card (automatic),20.4,1414.45,0.6799999999999999,21.76076923076923
0374-IOEGQ,False,Female,0,False,False,3,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,False,Electronic check,44.6,122.7,1.4866666666666668,40.9
0375-HVGXO,True,Female,0,False,False,1,No,No phone service,DSL,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,34.7,34.7,1.1566666666666667,34.7
0376-OIWME,False,Male,0,True,False,36,Yes,No,Fiber optic,Yes,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,93.6,3366.05,3.1199999999999997,93.5013888888889
0376-YMCJC,True,Male,0,False,False,23,Yes,Yes,Fiber optic,No,No,No,True,Yes,No,Month-to-month,True,Electronic check,90.6,1943.2,3.02,84.48695652173913
0377-JBKKT,False,Male,0,True,True,22,Yes,No,DSL,Yes,Yes,No,True,No,No,Month-to-month,True,Mailed check,57.95,1271.8,1.9316666666666669,57.809090909090905
0378-CJKPV,False,Female,0,True,False,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,False,Credit card (automatic),112.1,7965.95,3.7366666666666664,110.63819444444444
0378-NHQXU,True,Female,0,True,True,17,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,False,Electronic check,88.25,1460.65,2.941666666666667,85.92058823529412
0378-TOVMS,True,Female,0,False,False,3,Yes,No,Fiber optic,No,No,No,True,No,Yes,Month-to-month,False,Electronic check,85.8,272.2,2.86,90.73333333333333
0378-XSZPU,True,Male,0,True,False,58,Yes,No,DSL,Yes,Yes,Yes,False,No,No,One year,False,Credit card (automatic),60.3,3563.8,2.01,61.4448275862069
0379-DJQHR,False,Male,0,True,True,67,Yes,No,DSL,Yes,Yes,Yes,False,Yes,Yes,Two year,False,Credit card (automatic),81.35,5398.6,2.7116666666666664,80.57611940298509
0380-NEAVX,False,Male,1,False,False,34,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,True,Electronic check,99.85,3343.15,3.328333333333333,98.32794117647059
0380-ZCSBI,False,Male,0,False,False,10,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.0,198.7,0.6666666666666666,19.869999999999997
